_id,tarih,ilce_kodu,ilce,satis_adedi
1300,2018-01-01,2004,Bağcılar,266
1301,2018-01-01,2005,Bahçelievler,541
1302,2018-01-01,1166,Bakırköy,305
1303,2018-01-01,2050,Başakşehir,594
1304,2018-01-01,1886,Bayrampaşa,190
1305,2018-01-01,1183,Beşiktaş,147
1306,2018-01-01,1185,Beykoz,22
1307,2018-01-01,2051,Beylikdüzü,697
1308,2018-01-01,1186,Beyoğlu,141
1309,2018-01-01,1782,Büyükçekmece,366
1310,2018-01-01,2052,Çekmeköy,425
1311,2018-01-01,2016,Esenler,233
1312,2018-01-01,2053,Esenyurt,2770
1313,2018-01-01,1325,Eyüpsultan,309
1314,2018-01-01,1327,Fatih,265
1315,2018-01-01,1336,Gaziosmanpaşa,359
1316,2018-01-01,2010,Güngören,174
1317,2018-01-01,1421,Kadıköy,789
1318,2018-01-01,1810,Kağıthane,397
1319,2018-01-01,1449,Kartal,466
1320,2018-01-01,1823,Küçükçekmece,553
1321,2018-01-01,2012,Maltepe,517
1322,2018-01-01,1835,Pendik,811
1323,2018-01-01,2054,Sancaktepe,815
1324,2018-01-01,1604,Sarıyer,109
1325,2018-01-01,1622,Silivri,408
1326,2018-01-01,1663,Şişli,255
1327,2018-01-01,2014,Sultanbeyli,165
1328,2018-01-01,2055,Sultangazi,423
1329,2018-01-01,2015,Tuzla,576
1330,2018-01-01,1852,Ümraniye,592
1331,2018-01-01,1708,Üsküdar,283
1332,2018-01-01,1739,Zeytinburnu,215
1333,2018-02-01,2048,Arnavutköy,386
1334,2018-02-01,2049,Ataşehir,349
1335,2018-02-01,2003,Avcılar,376
1336,2018-02-01,2004,Bağcılar,322
1337,2018-02-01,2005,Bahçelievler,505
1338,2018-02-01,1166,Bakırköy,285
1339,2018-02-01,2050,Başakşehir,590
1340,2018-02-01,1886,Bayrampaşa,194
1341,2018-02-01,1183,Beşiktaş,149
1342,2018-02-01,1185,Beykoz,23
1343,2018-02-01,2051,Beylikdüzü,695
1344,2018-02-01,1186,Beyoğlu,121
1345,2018-02-01,1782,Büyükçekmece,402
1346,2018-02-01,2052,Çekmeköy,400
1347,2018-02-01,2016,Esenler,262
1348,2018-02-01,2053,Esenyurt,2618
1349,2018-02-01,1325,Eyüpsultan,325
1350,2018-02-01,1327,Fatih,234
1351,2018-02-01,1336,Gaziosmanpaşa,410
1352,2018-02-01,2010,Güngören,163
1353,2018-02-01,1421,Kadıköy,691
1354,2018-02-01,1810,Kağıthane,482
1355,2018-02-01,1449,Kartal,488
1356,2018-02-01,1823,Küçükçekmece,488
1357,2018-02-01,2012,Maltepe,527
1358,2018-02-01,1835,Pendik,885
1359,2018-02-01,2054,Sancaktepe,689
1360,2018-02-01,1604,Sarıyer,153
1361,2018-02-01,1622,Silivri,332
1362,2018-02-01,1663,Şişli,299
1363,2018-02-01,2014,Sultanbeyli,197
1364,2018-02-01,2055,Sultangazi,454
1365,2018-02-01,2015,Tuzla,495
1366,2018-02-01,1852,Ümraniye,649
1367,2018-02-01,1708,Üsküdar,268
1368,2018-02-01,1739,Zeytinburnu,218
1369,2018-03-01,2048,Arnavutköy,390
1370,2018-03-01,2049,Ataşehir,400
1371,2018-03-01,2003,Avcılar,441
1372,2018-03-01,2004,Bağcılar,345
1373,2018-03-01,2005,Bahçelievler,587
1374,2018-03-01,1166,Bakırköy,361
1375,2018-03-01,2050,Başakşehir,806
1376,2018-03-01,1886,Bayrampaşa,198
1377,2018-03-01,1183,Beşiktaş,186
1378,2018-03-01,1185,Beykoz,19
1379,2018-03-01,2051,Beylikdüzü,882
1380,2018-03-01,1186,Beyoğlu,162
1381,2018-03-01,1782,Büyükçekmece,590
1382,2018-03-01,2052,Çekmeköy,450
1383,2018-03-01,2016,Esenler,257
1384,2018-03-01,2053,Esenyurt,2750
1385,2018-03-01,1325,Eyüpsultan,369
1386,2018-03-01,1327,Fatih,268
1387,2018-03-01,1336,Gaziosmanpaşa,377
1388,2018-03-01,2010,Güngören,216
1389,2018-03-01,1421,Kadıköy,827
1390,2018-03-01,1810,Kağıthane,572
1391,2018-03-01,1449,Kartal,601
1392,2018-03-01,1823,Küçükçekmece,581
1393,2018-03-01,2012,Maltepe,575
1394,2018-03-01,1835,Pendik,979
1395,2018-03-01,2054,Sancaktepe,956
1396,2018-03-01,1604,Sarıyer,160
1397,2018-03-01,1622,Silivri,348
1398,2018-03-01,1663,Şişli,284
1399,2018-03-01,2014,Sultanbeyli,233
1400,2018-03-01,2055,Sultangazi,504
1401,2018-03-01,2015,Tuzla,579
1402,2018-03-01,1852,Ümraniye,747
1403,2018-03-01,1708,Üsküdar,345
1404,2018-03-01,1739,Zeytinburnu,251
1405,2018-04-01,2048,Arnavutköy,338
1406,2018-04-01,2049,Ataşehir,367
1407,2018-04-01,2003,Avcılar,364
1408,2018-04-01,2004,Bağcılar,347
1409,2018-04-01,2005,Bahçelievler,538
1410,2018-04-01,1166,Bakırköy,283
1411,2018-04-01,2050,Başakşehir,745
1412,2018-04-01,1886,Bayrampaşa,202
1413,2018-04-01,1183,Beşiktaş,156
1414,2018-04-01,1185,Beykoz,28
1415,2018-04-01,2051,Beylikdüzü,690
1416,2018-04-01,1186,Beyoğlu,146
1417,2018-04-01,1782,Büyükçekmece,417
1418,2018-04-01,2052,Çekmeköy,412
1419,2018-04-01,2016,Esenler,223
1420,2018-04-01,2053,Esenyurt,2700
1421,2018-04-01,1325,Eyüpsultan,363
1422,2018-04-01,1327,Fatih,271
1423,2018-04-01,1336,Gaziosmanpaşa,427
1424,2018-04-01,2010,Güngören,177
1425,2018-04-01,1421,Kadıköy,784
1426,2018-04-01,1810,Kağıthane,623
1427,2018-04-01,1449,Kartal,550
1428,2018-04-01,1823,Küçükçekmece,477
1429,2018-04-01,2012,Maltepe,630
1430,2018-04-01,1835,Pendik,920
1431,2018-04-01,2054,Sancaktepe,877
1432,2018-04-01,1604,Sarıyer,153
1433,2018-04-01,1622,Silivri,321
1434,2018-04-01,1663,Şişli,349
1435,2018-04-01,2014,Sultanbeyli,195
1436,2018-04-01,2055,Sultangazi,450
1437,2018-04-01,2015,Tuzla,569
1438,2018-04-01,1852,Ümraniye,627
1439,2018-04-01,1708,Üsküdar,335
1440,2018-04-01,1739,Zeytinburnu,226
1441,2018-05-01,2048,Arnavutköy,472
1442,2018-05-01,2049,Ataşehir,447
1443,2018-05-01,2003,Avcılar,446
1444,2018-05-01,2004,Bağcılar,371
1445,2018-05-01,2005,Bahçelievler,576
1446,2018-05-01,1166,Bakırköy,373
1447,2018-05-01,2050,Başakşehir,799
1448,2018-05-01,1886,Bayrampaşa,237
1449,2018-05-01,1183,Beşiktaş,184
1450,2018-05-01,1185,Beykoz,29
1451,2018-05-01,2051,Beylikdüzü,1006
1452,2018-05-01,1186,Beyoğlu,155
1453,2018-05-01,1782,Büyükçekmece,516
1454,2018-05-01,2052,Çekmeköy,495
1455,2018-05-01,2016,Esenler,249
1456,2018-05-01,2053,Esenyurt,3173
1457,2018-05-01,1325,Eyüpsultan,394
1458,2018-05-01,1327,Fatih,335
1459,2018-05-01,1336,Gaziosmanpaşa,373
1460,2018-05-01,2010,Güngören,210
1461,2018-05-01,1421,Kadıköy,932
1462,2018-05-01,1810,Kağıthane,553
1463,2018-05-01,1449,Kartal,705
1464,2018-05-01,1823,Küçükçekmece,675
1465,2018-05-01,2012,Maltepe,654
1466,2018-05-01,1835,Pendik,1020
1467,2018-05-01,2054,Sancaktepe,915
1468,2018-05-01,1604,Sarıyer,180
1469,2018-05-01,1622,Silivri,414
1470,2018-05-01,1663,Şişli,290
1471,2018-05-01,2014,Sultanbeyli,225
1472,2018-05-01,2055,Sultangazi,525
1473,2018-05-01,2015,Tuzla,672
1474,2018-05-01,1852,Ümraniye,739
1475,2018-05-01,1708,Üsküdar,369
1476,2018-05-01,1739,Zeytinburnu,241
1477,2018-06-01,2048,Arnavutköy,411
1478,2018-06-01,2049,Ataşehir,487
1479,2018-06-01,2003,Avcılar,387
1480,2018-06-01,2004,Bağcılar,359
1481,2018-06-01,2005,Bahçelievler,565
1482,2018-06-01,1166,Bakırköy,297
1483,2018-06-01,2050,Başakşehir,885
1484,2018-06-01,1886,Bayrampaşa,204
1485,2018-06-01,1183,Beşiktaş,151
1486,2018-06-01,1185,Beykoz,21
1487,2018-06-01,2051,Beylikdüzü,947
1488,2018-06-01,1186,Beyoğlu,141
1489,2018-06-01,1782,Büyükçekmece,598
1490,2018-06-01,2052,Çekmeköy,473
1491,2018-06-01,2016,Esenler,232
1492,2018-06-01,2053,Esenyurt,3824
1493,2018-06-01,1325,Eyüpsultan,426
1494,2018-06-01,1327,Fatih,287
1495,2018-06-01,1336,Gaziosmanpaşa,453
1496,2018-06-01,2010,Güngören,172
1497,2018-06-01,1421,Kadıköy,836
1498,2018-06-01,1810,Kağıthane,566
1499,2018-06-01,1449,Kartal,758
1500,2018-06-01,1823,Küçükçekmece,743
1501,2018-06-01,2012,Maltepe,641
1502,2018-06-01,1835,Pendik,1090
1503,2018-06-01,2054,Sancaktepe,963
1504,2018-06-01,1604,Sarıyer,175
1505,2018-06-01,1622,Silivri,356
1506,2018-06-01,1663,Şişli,308
1507,2018-06-01,2014,Sultanbeyli,270
1508,2018-06-01,2055,Sultangazi,527
1509,2018-06-01,2015,Tuzla,542
1510,2018-06-01,1852,Ümraniye,782
1511,2018-06-01,1708,Üsküdar,341
1512,2018-06-01,1739,Zeytinburnu,210
1513,2018-07-01,2048,Arnavutköy,370
1514,2018-07-01,2049,Ataşehir,394
1515,2018-07-01,2003,Avcılar,397
1516,2018-07-01,2004,Bağcılar,429
1517,2018-07-01,2005,Bahçelievler,560
1518,2018-07-01,1166,Bakırköy,271
1519,2018-07-01,2050,Başakşehir,850
1520,2018-07-01,1886,Bayrampaşa,203
1521,2018-07-01,1183,Beşiktaş,164
1522,2018-07-01,1185,Beykoz,32
1523,2018-07-01,2051,Beylikdüzü,1027
1524,2018-07-01,1186,Beyoğlu,154
1525,2018-07-01,1782,Büyükçekmece,593
1526,2018-07-01,2052,Çekmeköy,510
1527,2018-07-01,2016,Esenler,229
1528,2018-07-01,2053,Esenyurt,3272
1529,2018-07-01,1325,Eyüpsultan,365
1530,2018-07-01,1327,Fatih,293
1531,2018-07-01,1336,Gaziosmanpaşa,434
1532,2018-07-01,2010,Güngören,200
1533,2018-07-01,1421,Kadıköy,923
1534,2018-07-01,1810,Kağıthane,574
1535,2018-07-01,1449,Kartal,624
1536,2018-07-01,1823,Küçükçekmece,601
1537,2018-07-01,2012,Maltepe,614
1538,2018-07-01,1835,Pendik,854
1539,2018-07-01,2054,Sancaktepe,1044
1540,2018-07-01,1604,Sarıyer,167
1541,2018-07-01,1622,Silivri,435
1542,2018-07-01,1663,Şişli,280
1543,2018-07-01,2014,Sultanbeyli,197
1544,2018-07-01,2055,Sultangazi,451
1545,2018-07-01,2015,Tuzla,454
1546,2018-07-01,1852,Ümraniye,753
1547,2018-07-01,1708,Üsküdar,353
1548,2018-07-01,1739,Zeytinburnu,271
1549,2018-08-01,2048,Arnavutköy,310
1550,2018-08-01,2049,Ataşehir,352
1551,2018-08-01,2003,Avcılar,353
1552,2018-08-01,2004,Bağcılar,279
1553,2018-08-01,2005,Bahçelievler,400
1554,2018-08-01,1166,Bakırköy,233
1555,2018-08-01,2050,Başakşehir,756
1556,2018-08-01,1886,Bayrampaşa,142
1557,2018-08-01,1183,Beşiktaş,113
1558,2018-08-01,1185,Beykoz,25
1559,2018-08-01,2051,Beylikdüzü,690
1560,2018-08-01,1186,Beyoğlu,110
1561,2018-08-01,1782,Büyükçekmece,433
1562,2018-08-01,2052,Çekmeköy,462
1563,2018-08-01,2016,Esenler,150
1564,2018-08-01,2053,Esenyurt,2463
1565,2018-08-01,1325,Eyüpsultan,263
1566,2018-08-01,1327,Fatih,232
1567,2018-08-01,1336,Gaziosmanpaşa,305
1568,2018-08-01,2010,Güngören,160
1569,2018-08-01,1421,Kadıköy,825
1570,2018-08-01,1810,Kağıthane,469
1571,2018-08-01,1449,Kartal,489
1572,2018-08-01,1823,Küçükçekmece,446
1573,2018-08-01,2012,Maltepe,523
1574,2018-08-01,1835,Pendik,715
1575,2018-08-01,2054,Sancaktepe,611
1576,2018-08-01,1604,Sarıyer,204
1577,2018-08-01,1622,Silivri,421
1578,2018-08-01,1663,Şişli,224
1579,2018-08-01,2014,Sultanbeyli,256
1580,2018-08-01,2055,Sultangazi,331
1581,2018-08-01,2015,Tuzla,373
1582,2018-08-01,1852,Ümraniye,546
1583,2018-08-01,1708,Üsküdar,242
1584,2018-08-01,1739,Zeytinburnu,181
1585,2018-09-01,2048,Arnavutköy,398
1586,2018-09-01,2049,Ataşehir,554
1587,2018-09-01,2003,Avcılar,493
1588,2018-09-01,2004,Bağcılar,383
1589,2018-09-01,2005,Bahçelievler,571
1590,2018-09-01,1166,Bakırköy,332
1591,2018-09-01,2050,Başakşehir,1165
1592,2018-09-01,1886,Bayrampaşa,214
1593,2018-09-01,1183,Beşiktaş,152
1594,2018-09-01,1185,Beykoz,35
1595,2018-09-01,2051,Beylikdüzü,868
1596,2018-09-01,1186,Beyoğlu,140
1597,2018-09-01,1782,Büyükçekmece,665
1598,2018-09-01,2052,Çekmeköy,610
1599,2018-09-01,2016,Esenler,175
1600,2018-09-01,2053,Esenyurt,3124
1601,2018-09-01,1325,Eyüpsultan,354
1602,2018-09-01,1327,Fatih,258
1603,2018-09-01,1336,Gaziosmanpaşa,439
1604,2018-09-01,2010,Güngören,176
1605,2018-09-01,1421,Kadıköy,997
1606,2018-09-01,1810,Kağıthane,476
1607,2018-09-01,1449,Kartal,697
1608,2018-09-01,1823,Küçükçekmece,547
1609,2018-09-01,2012,Maltepe,610
1610,2018-09-01,1835,Pendik,1207
1611,2018-09-01,2054,Sancaktepe,804
1612,2018-09-01,1604,Sarıyer,206
1613,2018-09-01,1622,Silivri,612
1614,2018-09-01,1663,Şişli,269
1615,2018-09-01,2014,Sultanbeyli,221
1616,2018-09-01,2055,Sultangazi,377
1617,2018-09-01,2015,Tuzla,552
1618,2018-09-01,1852,Ümraniye,722
1619,2018-09-01,1708,Üsküdar,367
1620,2018-09-01,1739,Zeytinburnu,287
1621,2018-10-01,2048,Arnavutköy,404
1622,2018-10-01,2049,Ataşehir,930
1623,2018-10-01,2003,Avcılar,668
1624,2018-10-01,2004,Bağcılar,574
1625,2018-10-01,2005,Bahçelievler,638
1626,2018-10-01,1166,Bakırköy,508
1627,2018-10-01,2050,Başakşehir,1823
1628,2018-10-01,1886,Bayrampaşa,281
1629,2018-10-01,1183,Beşiktaş,192
1630,2018-10-01,1185,Beykoz,33
1631,2018-10-01,2051,Beylikdüzü,1215
1632,2018-10-01,1186,Beyoğlu,190
1633,2018-10-01,1782,Büyükçekmece,713
1634,2018-10-01,2052,Çekmeköy,594
1635,2018-10-01,2016,Esenler,255
1636,2018-10-01,2053,Esenyurt,3758
1637,2018-10-01,1325,Eyüpsultan,471
1638,2018-10-01,1327,Fatih,429
1639,2018-10-01,1336,Gaziosmanpaşa,467
1640,2018-10-01,2010,Güngören,188
1641,2018-10-01,1421,Kadıköy,1277
1642,2018-10-01,1810,Kağıthane,717
1643,2018-10-01,1449,Kartal,1146
1644,2018-10-01,1823,Küçükçekmece,822
1645,2018-10-01,2012,Maltepe,807
1646,2018-10-01,1835,Pendik,1365
1647,2018-10-01,2054,Sancaktepe,1532
1648,2018-10-01,1604,Sarıyer,704
1649,2018-10-01,1622,Silivri,504
1650,2018-10-01,1663,Şişli,410
1651,2018-10-01,2014,Sultanbeyli,296
1652,2018-10-01,2055,Sultangazi,539
1653,2018-10-01,2015,Tuzla,646
1654,2018-10-01,1852,Ümraniye,1026
1655,2018-10-01,1708,Üsküdar,481
1656,2018-10-01,1739,Zeytinburnu,370
1657,2018-11-01,2048,Arnavutköy,252
1658,2018-11-01,2049,Ataşehir,461
1659,2018-11-01,2003,Avcılar,388
1660,2018-11-01,2004,Bağcılar,295
1661,2018-11-01,2005,Bahçelievler,425
1662,2018-11-01,1166,Bakırköy,278
1663,2018-11-01,2050,Başakşehir,838
1664,2018-11-01,1886,Bayrampaşa,149
1665,2018-11-01,1183,Beşiktaş,140
1666,2018-11-01,1185,Beykoz,25
1667,2018-11-01,2051,Beylikdüzü,816
1668,2018-11-01,1186,Beyoğlu,147
1669,2018-11-01,1782,Büyükçekmece,408
1670,2018-11-01,2052,Çekmeköy,363
1671,2018-11-01,2016,Esenler,158
1672,2018-11-01,2053,Esenyurt,2647
1673,2018-11-01,1325,Eyüpsultan,304
1674,2018-11-01,1327,Fatih,285
1675,2018-11-01,1336,Gaziosmanpaşa,297
1676,2018-11-01,2010,Güngören,230
1677,2018-11-01,1421,Kadıköy,604
1678,2018-11-01,1810,Kağıthane,466
1679,2018-11-01,1449,Kartal,796
1680,2018-11-01,1823,Küçükçekmece,366
1681,2018-11-01,2012,Maltepe,385
1682,2018-11-01,1835,Pendik,733
1683,2018-11-01,2054,Sancaktepe,731
1684,2018-11-01,1604,Sarıyer,171
1685,2018-11-01,1622,Silivri,344
1686,2018-11-01,1663,Şişli,255
1687,2018-11-01,2014,Sultanbeyli,222
1688,2018-11-01,2055,Sultangazi,379
1689,2018-11-01,2015,Tuzla,399
1690,2018-11-01,1852,Ümraniye,535
1691,2018-11-01,1708,Üsküdar,394
1692,2018-11-01,1739,Zeytinburnu,242
1693,2018-12-01,2048,Arnavutköy,404
1694,2018-12-01,2049,Ataşehir,973
1695,2018-12-01,2003,Avcılar,532
1696,2018-12-01,2004,Bağcılar,537
1697,2018-12-01,2005,Bahçelievler,692
1698,2018-12-01,1166,Bakırköy,371
1699,2018-12-01,2050,Başakşehir,1187
1700,2018-12-01,1886,Bayrampaşa,308
1701,2018-12-01,1183,Beşiktaş,280
1702,2018-12-01,1185,Beykoz,35
1703,2018-12-01,2051,Beylikdüzü,1082
1704,2018-12-01,1186,Beyoğlu,199
1705,2018-12-01,1782,Büyükçekmece,541
1706,2018-12-01,2052,Çekmeköy,694
1707,2018-12-01,2016,Esenler,249
1708,2018-12-01,2053,Esenyurt,3461
1709,2018-12-01,1325,Eyüpsultan,561
1710,2018-12-01,1327,Fatih,390
1711,2018-12-01,1336,Gaziosmanpaşa,708
1712,2018-12-01,2010,Güngören,308
1713,2018-12-01,1421,Kadıköy,1244
1714,2018-12-01,1810,Kağıthane,659
1715,2018-12-01,1449,Kartal,1337
1716,2018-12-01,1823,Küçükçekmece,752
1717,2018-12-01,2012,Maltepe,884
1718,2018-12-01,1835,Pendik,1239
1719,2018-12-01,2054,Sancaktepe,1185
1720,2018-12-01,1604,Sarıyer,769
1721,2018-12-01,1622,Silivri,515
1722,2018-12-01,1663,Şişli,575
1723,2018-12-01,2014,Sultanbeyli,288
1724,2018-12-01,2055,Sultangazi,589
1725,2018-12-01,2015,Tuzla,710
1726,2018-12-01,1852,Ümraniye,907
1727,2018-12-01,1708,Üsküdar,464
1728,2018-12-01,1739,Zeytinburnu,709
1729,2019-01-01,2048,Arnavutköy,233
1730,2019-01-01,2049,Ataşehir,332
1731,2019-01-01,2003,Avcılar,290
1732,2019-01-01,2004,Bağcılar,257
1733,2019-01-01,2005,Bahçelievler,342
1734,2019-01-01,1166,Bakırköy,179
1735,2019-01-01,2050,Başakşehir,540
1736,2019-01-01,1886,Bayrampaşa,132
1737,2019-01-01,1183,Beşiktaş,127
1738,2019-01-01,1185,Beykoz,16
1739,2019-01-01,2051,Beylikdüzü,601
1740,2019-01-01,1186,Beyoğlu,96
1741,2019-01-01,1782,Büyükçekmece,294
1742,2019-01-01,2052,Çekmeköy,374
1743,2019-01-01,2016,Esenler,176
1744,2019-01-01,2053,Esenyurt,2213
1745,2019-01-01,1325,Eyüpsultan,333
1746,2019-01-01,1327,Fatih,228
1747,2019-01-01,1336,Gaziosmanpaşa,373
1748,2019-01-01,2010,Güngören,118
1749,2019-01-01,1421,Kadıköy,624
1750,2019-01-01,1810,Kağıthane,333
1751,2019-01-01,1449,Kartal,466
1752,2019-01-01,1823,Küçükçekmece,355
1753,2019-01-01,2012,Maltepe,404
1754,2019-01-01,1835,Pendik,797
1755,2019-01-01,2054,Sancaktepe,622
1756,2019-01-01,1604,Sarıyer,117
1757,2019-01-01,1622,Silivri,279
1758,2019-01-01,1663,Şişli,218
1759,2019-01-01,2014,Sultanbeyli,168
1760,2019-01-01,2055,Sultangazi,279
1761,2019-01-01,2015,Tuzla,516
1762,2019-01-01,1852,Ümraniye,399
1763,2019-01-01,1708,Üsküdar,243
1764,2019-01-01,1739,Zeytinburnu,311
1765,2019-02-01,2048,Arnavutköy,211
1766,2019-02-01,2049,Ataşehir,329
1767,2019-02-01,2003,Avcılar,287
1768,2019-02-01,2004,Bağcılar,268
1769,2019-02-01,2005,Bahçelievler,380
1770,2019-02-01,1166,Bakırköy,184
1771,2019-02-01,2050,Başakşehir,834
1772,2019-02-01,1886,Bayrampaşa,125
1773,2019-02-01,1183,Beşiktaş,177
1774,2019-02-01,1185,Beykoz,34
1775,2019-02-01,2051,Beylikdüzü,537
1776,2019-02-01,1186,Beyoğlu,114
1777,2019-02-01,1782,Büyükçekmece,368
1778,2019-02-01,2052,Çekmeköy,396
1779,2019-02-01,2016,Esenler,177
1780,2019-02-01,2053,Esenyurt,2495
1781,2019-02-01,1325,Eyüpsultan,310
1782,2019-02-01,1327,Fatih,216
1783,2019-02-01,1336,Gaziosmanpaşa,285
1784,2019-02-01,2010,Güngören,129
1785,2019-02-01,1421,Kadıköy,589
1786,2019-02-01,1810,Kağıthane,393
1787,2019-02-01,1449,Kartal,597
1788,2019-02-01,1823,Küçükçekmece,326
1789,2019-02-01,2012,Maltepe,357
1790,2019-02-01,1835,Pendik,892
1791,2019-02-01,2054,Sancaktepe,625
1792,2019-02-01,1604,Sarıyer,136
1793,2019-02-01,1622,Silivri,326
1794,2019-02-01,1663,Şişli,240
1795,2019-02-01,2014,Sultanbeyli,153
1796,2019-02-01,2055,Sultangazi,330
1797,2019-02-01,2015,Tuzla,389
1798,2019-02-01,1852,Ümraniye,449
1799,2019-02-01,1708,Üsküdar,249
1800,2019-02-01,1739,Zeytinburnu,473
1801,2019-03-01,2048,Arnavutköy,290
1802,2019-03-01,2049,Ataşehir,509
1803,2019-03-01,2003,Avcılar,604
1804,2019-03-01,2004,Bağcılar,355
1805,2019-03-01,2005,Bahçelievler,501
1806,2019-03-01,1166,Bakırköy,262
1807,2019-03-01,2050,Başakşehir,912
1808,2019-03-01,1886,Bayrampaşa,176
1809,2019-03-01,1183,Beşiktaş,168
1810,2019-03-01,1185,Beykoz,22
1811,2019-03-01,2051,Beylikdüzü,892
1812,2019-03-01,1186,Beyoğlu,211
1813,2019-03-01,1782,Büyükçekmece,434
1814,2019-03-01,2052,Çekmeköy,431
1815,2019-03-01,2016,Esenler,260
1816,2019-03-01,2053,Esenyurt,2399
1817,2019-03-01,1325,Eyüpsultan,378
1818,2019-03-01,1327,Fatih,307
1819,2019-03-01,1336,Gaziosmanpaşa,401
1820,2019-03-01,2010,Güngören,176
1821,2019-03-01,1421,Kadıköy,917
1822,2019-03-01,1810,Kağıthane,547
1823,2019-03-01,1449,Kartal,752
1824,2019-03-01,1823,Küçükçekmece,401
1825,2019-03-01,2012,Maltepe,624
1826,2019-03-01,1835,Pendik,1064
1827,2019-03-01,2054,Sancaktepe,1201
1828,2019-03-01,1604,Sarıyer,301
1829,2019-03-01,1622,Silivri,410
1830,2019-03-01,1663,Şişli,453
1831,2019-03-01,2014,Sultanbeyli,276
1832,2019-03-01,2055,Sultangazi,418
1833,2019-03-01,2015,Tuzla,539
1834,2019-03-01,1852,Ümraniye,705
1835,2019-03-01,1708,Üsküdar,380
1836,2019-03-01,1739,Zeytinburnu,376
1837,2019-04-01,2048,Arnavutköy,274
1838,2019-04-01,2049,Ataşehir,423
1839,2019-04-01,2003,Avcılar,511
1840,2019-04-01,2004,Bağcılar,339
1841,2019-04-01,2005,Bahçelievler,466
1842,2019-04-01,1166,Bakırköy,284
1843,2019-04-01,2050,Başakşehir,837
1844,2019-04-01,1886,Bayrampaşa,165
1845,2019-04-01,1183,Beşiktaş,141
1846,2019-04-01,1185,Beykoz,18
1847,2019-04-01,2051,Beylikdüzü,804
1848,2019-04-01,1186,Beyoğlu,147
1849,2019-04-01,1782,Büyükçekmece,373
1850,2019-04-01,2052,Çekmeköy,440
1851,2019-04-01,2016,Esenler,190
1852,2019-04-01,2053,Esenyurt,2597
1853,2019-04-01,1325,Eyüpsultan,376
1854,2019-04-01,1327,Fatih,261
1855,2019-04-01,1336,Gaziosmanpaşa,367
1856,2019-04-01,2010,Güngören,171
1857,2019-04-01,1421,Kadıköy,801
1858,2019-04-01,1810,Kağıthane,447
1859,2019-04-01,1449,Kartal,722
1860,2019-04-01,1823,Küçükçekmece,406
1861,2019-04-01,2012,Maltepe,508
1862,2019-04-01,1835,Pendik,867
1863,2019-04-01,2054,Sancaktepe,780
1864,2019-04-01,1604,Sarıyer,426
1865,2019-04-01,1622,Silivri,357
1866,2019-04-01,1663,Şişli,323
1867,2019-04-01,2014,Sultanbeyli,186
1868,2019-04-01,2055,Sultangazi,394
1869,2019-04-01,2015,Tuzla,516
1870,2019-04-01,1852,Ümraniye,561
1871,2019-04-01,1708,Üsküdar,278
1872,2019-04-01,1739,Zeytinburnu,276
1873,2019-05-01,2048,Arnavutköy,235
1874,2019-05-01,2049,Ataşehir,523
1875,2019-05-01,2003,Avcılar,394
1876,2019-05-01,2004,Bağcılar,428
1877,2019-05-01,2005,Bahçelievler,427
1878,2019-05-01,1166,Bakırköy,453
1879,2019-05-01,2050,Başakşehir,748
1880,2019-05-01,1886,Bayrampaşa,164
1881,2019-05-01,1183,Beşiktaş,171
1882,2019-05-01,1185,Beykoz,37
1883,2019-05-01,2051,Beylikdüzü,932
1884,2019-05-01,1186,Beyoğlu,162
1885,2019-05-01,1782,Büyükçekmece,718
1886,2019-05-01,2052,Çekmeköy,421
1887,2019-05-01,2016,Esenler,159
1888,2019-05-01,2053,Esenyurt,2661
1889,2019-05-01,1325,Eyüpsultan,340
1890,2019-05-01,1327,Fatih,312
1891,2019-05-01,1336,Gaziosmanpaşa,297
1892,2019-05-01,2010,Güngören,141
1893,2019-05-01,1421,Kadıköy,861
1894,2019-05-01,1810,Kağıthane,394
1895,2019-05-01,1449,Kartal,636
1896,2019-05-01,1823,Küçükçekmece,472
1897,2019-05-01,2012,Maltepe,446
1898,2019-05-01,1835,Pendik,718
1899,2019-05-01,2054,Sancaktepe,659
1900,2019-05-01,1604,Sarıyer,236
1901,2019-05-01,1622,Silivri,329
1902,2019-05-01,1663,Şişli,310
1903,2019-05-01,2014,Sultanbeyli,262
1904,2019-05-01,2055,Sultangazi,445
1905,2019-05-01,2015,Tuzla,514
1906,2019-05-01,1852,Ümraniye,632
1907,2019-05-01,1708,Üsküdar,298
1908,2019-05-01,1739,Zeytinburnu,253
1909,2019-06-01,2048,Arnavutköy,139
1910,2019-06-01,2049,Ataşehir,273
1911,2019-06-01,2003,Avcılar,264
1912,2019-06-01,2004,Bağcılar,224
1913,2019-06-01,2005,Bahçelievler,300
1914,2019-06-01,1166,Bakırköy,166
1915,2019-06-01,2050,Başakşehir,382
1916,2019-06-01,1886,Bayrampaşa,86
1917,2019-06-01,1183,Beşiktaş,106
1918,2019-06-01,1185,Beykoz,23
1919,2019-06-01,2051,Beylikdüzü,607
1920,2019-06-01,1186,Beyoğlu,97
1921,2019-06-01,1782,Büyükçekmece,263
1922,2019-06-01,2052,Çekmeköy,274
1923,2019-06-01,2016,Esenler,101
1924,2019-06-01,2053,Esenyurt,1397
1925,2019-06-01,1325,Eyüpsultan,215
1926,2019-06-01,1327,Fatih,159
